travel_dow,trip_purpose,distance,hh_vehicles,hh_size,hh_bikes,hh_descr,hh_income,gender,age,license,education_level,work_status,departure_time,choice
3,SHOPPING,23.219071664752047,2,5,3,detached,7,0,42,1,5,Homemaker,7.442055722675317,drive
3,HOME_EDU,17.432297479611456,2,4,4,detached,7,0,20,1,5,FTE,12.652145849276646,drive
5,SHOPPING,1.1410750428756793,1,1,0,appartment,4,0,77,1,2,Retired,16.01489692290708,drive
3,HOME_OTHER,0.7683510493676378,2,4,4,detached,6,1,42,1,3,FTE,11.136121014853646,drive
5,HOME_OTHER,12.305794164477238,1,1,1,appartment,4,0,61,1,6,FTE,10.715048905511674,drive
3,HOME_WORK,13.649883724657577,1,2,2,duplex_townhouse,5,0,46,1,5,FTE,16.176899212437995,drive
1,HOME_WORK,7.11728476510762,1,2,0,appartment,1,1,73,1,2,Retired,15.17532438331208,pt
5,HOME_WORK,11.734457401640462,2,2,1,detached,5,1,37,1,5,FTE,6.779440837038566,drive
2,HOME_WORK,2.0661429374115916,0,2,0,appartment,1,0,28,1,5,FTE,7.590416263454645,pt
3,OTHER,-0.11772555200186718,2,2,2,detached,7,1,54,1,6,FTE,12.212421676647326,passenger
3,SHOPPING,2.716019793753937,2,5,3,detached,6,1,27,1,6,Homemaker,15.400930019001352,drive
3,HOME_WORK,12.837992742603639,2,2,0,detached,6,1,56,1,2,FTE,4.968812207569002,drive
4,HOME_WORK,7.465781928612435,2,2,2,detached,4,1,53,1,6,FTE,6.496767523437618,drive
1,SHOPPING,14.384087169765223,2,2,2,detached,3,1,61,1,5,FTE,14.980221072398315,passenger
1,HOME_OTHER,0.20707444026401006,2,4,3,detached,7,1,52,1,3,Student,7.876110112745284,walk
5,HOME_OTHER,0.5034284705198846,2,5,2,detached,2,0,1,0,1,Unknown,14.758954633705974,walk
3,OTHER,1.4828645527062163,1,1,0,detached,6,0,65,1,5,Retired,11.44358527405504,drive
4,HOME_WORK,1.6879593495891583,2,1,2,duplex_townhouse,5,0,29,1,4,FTE,6.604198533333845,drive
4,HOME_OTHER,0.8536739360024073,3,4,2,detached,7,0,51,1,6,Homemaker,10.76610742881342,passenger
2,HOME_OTHER,1.9435385095335134,2,2,2,detached,7,0,69,1,5,PTE,7.865785390543315,drive
5,HOME_WORK,18.403397314342346,2,2,0,detached,4,1,63,1,6,FTE,8.018507858497859,pt
3,HOME_OTHER,5.639823127751889,1,1,0,appartment,3,0,60,1,5,Retired,14.56506593527913,drive
3,HOME_WORK,5.580544470148077,1,3,2,detached,7,1,45,1,6,FTE,15.594304918988739,drive
1,OTHER,-0.2636083750411772,2,5,0,detached,7,1,10,0,1,Student,16.458105849178438,walk
3,OTHER,4.111152845234974,3,4,2,detached,7,0,30,1,4,Student,16.75582338381821,drive
1,SHOPPING,1.1942095454872468,1,1,0,duplex_townhouse,3,1,62,1,2,Retired,19.857538864853737,drive
7,HOME_OTHER,7.301953518026258,1,1,0,duplex_townhouse,6,1,56,1,6,FTE,12.889313015710119,drive
4,OTHER,9.627616296574256,1,3,2,duplex_townhouse,6,1,2,0,1,Student,15.060815387951475,passenger
4,OTHER,0.9481924508992117,0,1,0,appartment,1,1,70,1,2,FTE,14.010947727246766,pt
2,BUSINESS,15.816578019826125,2,2,0,appartment,6,1,30,1,6,FTE,16.068110463392596,drive
4,HOME_EDU,0.5634334780732723,1,2,1,appartment,4,0,18,0,1,Student,15.213645820438359,passenger
7,HOME_OTHER,3.4293160327916437,1,1,0,duplex_townhouse,1,0,59,1,2,Retired,8.674065743602924,drive
5,SHOPPING,2.0736185426048457,3,4,2,detached,7,1,15,0,2,FTE,11.141339929323832,passenger
3,HOME_OTHER,2.059382724789367,2,3,3,detached,5,0,44,1,6,FTE,13.584145594655272,drive
5,HOME_OTHER,5.489716354547303,1,1,0,duplex_townhouse,2,0,64,1,5,FTE,7.86683562571995,passenger
5,HOME_WORK,16.953543798559128,1,1,0,detached,3,1,52,1,3,FTE,12.17033106534056,drive
5,SHOPPING,1.8033658656657114,1,1,2,appartment,2,1,60,1,6,Retired,15.168421994958388,drive
4,SHOPPING,1.060156914687754,1,1,0,detached,7,0,64,1,6,Retired,16.441292167308784,drive
2,HOME_OTHER,1.8756810954377088,1,2,0,appartment,2,0,33,1,2,FTE,6.1679902770256465,walk
6,OTHER,0.9209040713782417,2,2,2,detached,7,1,45,1,6,FTE,14.680472639589354,drive
4,HOME_OTHER,4.2091715046860285,2,4,0,appartment,6,0,37,0,1,Homemaker,11.833920056842809,walk
4,HOME_OTHER,-0.24812458152556738,1,1,0,appartment,6,1,32,1,2,FTE,16.87732744233792,walk
5,SHOPPING,19.272902744498403,1,2,0,detached,6,0,72,1,5,Retired,10.161167647028584,drive
3,HOME_OTHER,11.076805142987551,2,5,2,appartment,6,1,31,1,6,FTE,17.54673896797592,drive
5,HOME_WORK,4.220205735130912,3,1,0,detached,3,0,75,1,2,PTE,7.8368749108232825,drive
4,HOME_OTHER,0.9036220215664585,5,2,2,detached,7,1,53,1,6,FTE,16.243576818033922,drive
1,HOME_EDU,12.126418066458236,2,5,4,detached,4,1,10,0,1,Student,15.309284821156348,pt
3,SHOPPING,0.8579449380889592,2,2,4,detached,5,0,41,1,5,PTE,8.527140868123983,drive
5,SHOPPING,6.312746057516583,2,2,0,detached,5,1,75,1,2,Retired,14.088125654035752,drive
5,SHOPPING,2.2986264528488096,2,2,2,detached,6,0,77,1,4,Homemaker,16.61860699053514,drive
5,HOME_OTHER,6.4774002324948405,1,1,0,appartment,1,1,12,0,1,Student,8.849925589272154,passenger
3,OTHER,27.54376517725078,2,2,2,appartment,4,0,46,1,6,FTE,15.863776258876857,passenger
2,HOME_OTHER,1.2098032036236464,2,2,0,appartment,5,0,66,1,5,Volunteer,12.983713523983152,passenger
5,SHOPPING,1.3503341338327457,2,2,0,duplex_townhouse,7,0,55,1,6,Homemaker,11.963618276312548,drive
4,HOME_WORK,4.468196747650735,1,3,0,duplex_townhouse,4,0,45,0,1,FTE,14.21063701481615,passenger
5,SHOPPING,2.302269067939096,1,1,2,appartment,4,0,58,1,6,Retired,8.566595495724467,drive
3,HOME_WORK,19.81403726091168,1,2,0,appartment,4,0,76,1,5,Volunteer,6.4843322768600835,pt
1,SHOPPING,5.805211020476552,2,1,0,detached,5,0,62,1,4,Retired,11.15916190740642,drive
6,HOME_OTHER,2.227120207951142,1,1,0,appartment,1,0,68,1,2,Retired,14.356676957273262,drive
3,OTHER,0.4148438474668426,2,2,2,duplex_townhouse,6,0,14,1,5,Student,15.85556306336846,drive
4,OTHER,3.3853240514879777,2,2,0,detached,5,0,74,1,3,Retired,12.733720457762633,drive
5,HOME_WORK,55.09257309813699,1,2,4,appartment,6,1,33,1,6,FTE,6.109025691475152,pt
1,SHOPPING,-0.33303746227821207,3,4,4,detached,7,0,32,1,2,FTE,12.24377083902677,drive
5,HOME_OTHER,1.4434281277589487,1,1,2,duplex_townhouse,5,0,48,1,5,FTE,15.958784977513664,drive
7,BUSINESS,8.195554529178962,2,2,2,appartment,6,1,73,1,5,PTE,9.103677924521438,drive
3,HOME_OTHER,6.540493746417571,2,5,2,detached,6,1,4,0,1,Unknown,7.511621889613468,passenger
2,SHOPPING,2.2401532711483076,1,2,0,appartment,1,0,87,0,2,Retired,16.976165513203,passenger
4,SHOPPING,8.036286103782396,2,2,2,duplex_townhouse,5,0,65,1,5,Unknown,19.12958952111232,drive
5,HOME_EDU,1.0926653393178842,3,4,2,detached,7,0,38,1,6,Student,12.388035787686569,drive
4,SHOPPING,0.837588940414262,1,1,2,detached,3,0,54,1,6,FTE,16.758173118682684,walk
5,HOME_WORK,40.91013184209269,1,1,0,appartment,2,1,66,1,2,FTE,19.023348954302683,drive
1,HOME_EDU,0.5677175422127666,0,2,2,duplex_townhouse,4,0,17,0,1,Student,9.595825552477402,pt
2,OTHER,16.26577945805159,2,2,2,appartment,7,0,49,1,2,FTE,13.469481564291629,drive
5,SHOPPING,5.022760830434584,3,2,6,detached,4,0,53,1,3,FTE,7.133838710770698,drive
2,SHOPPING,0.6218981678521183,0,2,0,detached,3,0,82,0,6,Retired,16.21398987134412,passenger
5,HOME_WORK,6.476154462158716,2,4,0,duplex_townhouse,7,1,33,1,6,FTE,13.962992244200864,drive
5,SHOPPING,6.30432133447311,1,1,1,appartment,1,1,85,0,2,Retired,16.418329298448203,passenger
5,HOME_OTHER,1.6933081127192406,0,1,0,appartment,1,0,50,0,1,Retired,10.302951111346854,pt
4,HOME_WORK,2.433728702349931,3,4,0,detached,7,1,42,1,3,FTE,4.1507795442381745,drive
2,HOME_OTHER,1.452324024683828,1,2,0,appartment,6,0,59,1,6,PTE,8.075994068902027,drive
5,HOME_OTHER,23.46785465212206,1,1,0,appartment,4,0,76,1,5,Retired,13.446771691297554,drive
5,HOME_WORK,23.077259240416783,1,2,2,detached,7,0,63,1,6,FTE,7.361424520791017,passenger
5,HOME_WORK,9.739458944718645,1,1,0,appartment,7,1,53,1,6,FTE,8.881297648788946,drive
5,HOME_WORK,4.110248124932324,2,2,0,appartment,7,1,30,1,4,FTE,6.03912048859946,drive
5,SHOPPING,1.0789248463632792,1,2,0,detached,2,1,74,1,3,Retired,11.341999247644374,drive
5,HOME_EDU,5.742507738902008,4,5,2,duplex_townhouse,5,0,13,0,1,Student,20.176755526884943,passenger
5,HOME_WORK,6.728496293715562,1,1,0,detached,6,0,53,1,2,FTE,13.354577362514036,passenger
6,ESCORT_TRANSFER,8.118484950207511,2,2,0,appartment,5,1,63,1,2,FTE,12.865873008777998,drive
6,HOME_OTHER,0.34240378114617576,2,3,3,detached,6,0,-3,0,1,Unknown,12.200357336046146,passenger
2,HOME_OTHER,-0.002687997020442645,3,6,2,appartment,7,1,50,1,6,FTE,18.771467487447598,drive
5,OTHER,12.578328602004682,0,2,0,appartment,5,1,55,1,3,FTE,11.706693622366274,drive
4,HOME_EDU,13.358300297122437,3,4,2,detached,4,1,13,0,1,Student,6.276628603376091,pt
2,HOME_WORK,6.889929189771058,2,2,2,detached,7,1,53,1,6,FTE,5.653903879338314,drive
5,HOME_WORK,4.223018413886278,2,1,2,detached,7,1,67,1,6,FTE,18.73723142951398,drive
5,SHOPPING,4.4918629110225075,1,2,0,duplex_townhouse,5,0,62,1,5,Retired,15.896817047515452,drive
3,HOME_WORK,0.778407885538224,2,1,0,detached,5,0,49,1,5,FTE,12.49459637980174,drive
5,SHOPPING,1.6715864349609058,1,1,0,appartment,2,0,86,1,2,Retired,11.76761198990392,drive
2,HOME_OTHER,6.430676956744544,1,1,0,appartment,5,1,85,1,5,Retired,14.987404509897313,drive
4,HOME_WORK,1.630575711842929,3,2,2,detached,6,0,44,1,5,FTE,8.96007877220686,drive
5,OTHER,5.930288718085046,3,2,2,detached,5,0,30,1,2,FTE,12.767247456029825,drive
3,OTHER,3.051876733812257,2,2,0,detached,6,1,79,1,1,FTE,13.222409575969074,passenger
6,ESCORT_TRANSFER,5.415141710797459,1,1,0,appartment,5,1,78,1,5,Retired,12.556844711511204,drive
5,HOME_OTHER,0.5884217325354892,3,5,4,detached,5,1,67,1,2,Student,10.089742257704927,drive
4,HOME_OTHER,-0.13221566019729236,2,2,0,appartment,7,0,35,1,5,FTE,9.174153751076686,walk
6,SHOPPING,6.583023636242896,1,2,0,appartment,4,0,55,1,2,Homemaker,17.765028121208616,passenger
5,HOME_OTHER,4.083762946488975,2,2,2,detached,6,0,76,1,4,Homemaker,7.150667432697629,passenger
2,HOME_WORK,1.7285387816398328,1,1,0,detached,5,1,60,1,6,FTE,14.75599100755973,drive
3,HOME_WORK,6.849554353170692,1,1,0,duplex_townhouse,5,0,59,1,6,FTE,17.270427348295918,drive
1,HOME_WORK,9.793576289354057,5,2,0,detached,4,1,33,1,4,FTE,6.686812584066262,drive
5,SHOPPING,1.2173659492621864,1,2,0,duplex_townhouse,3,0,88,1,2,Retired,18.504797911554316,drive
5,HOME_WORK,31.170494265507678,3,2,2,detached,7,1,58,1,5,FTE,5.601239359181664,drive
5,ESCORT_TRANSFER,3.2988252663265603,2,2,2,detached,7,1,60,1,6,PTE,13.160105613029014,drive
3,OTHER,1.4404910689321322,2,3,3,detached,6,0,7,0,1,Unknown,11.556628652920459,passenger
3,HOME_WORK,11.515180815980663,2,2,4,duplex_townhouse,6,1,42,1,5,FTE,9.563958464933602,drive
1,SHOPPING,4.339790541793781,1,1,0,appartment,4,0,87,1,2,Retired,11.293561912540723,drive
2,ESCORT_TRANSFER,11.997887203027297,1,1,2,appartment,5,0,42,1,2,FTE,16.713060454228373,drive
6,HOME_OTHER,-0.004105483814188737,2,2,1,detached,6,1,50,1,6,FTE,7.522423684084843,walk
2,HOME_OTHER,0.3742034623794329,1,2,0,appartment,7,0,52,1,6,FTE,18.31401683639114,drive
2,OTHER,-0.01923145055811215,1,2,2,appartment,2,1,29,1,3,FTE,16.317577749383357,walk
4,HOME_OTHER,2.0289183718779595,1,1,2,detached,6,1,64,1,2,Retired,10.747220116697365,drive
5,HOME_WORK,6.148283640892599,1,1,0,appartment,5,1,59,1,2,FTE,15.426168608945211,drive
1,HOME_WORK,23.811980614736697,2,3,2,detached,5,1,46,1,3,FTE,10.859446021622249,pt
2,HOME_OTHER,2.352576187751786,1,1,0,appartment,5,1,61,1,2,FTE,7.7633313879075985,passenger
5,SHOPPING,1.9296158810242614,2,2,2,duplex_townhouse,7,0,47,1,6,Homemaker,16.230927274324575,drive
2,SHOPPING,5.200588989093036,1,1,0,duplex_townhouse,2,0,76,1,4,FTE,20.083826446984887,drive
3,HOME_WORK,1.435031330465232,1,1,0,duplex_townhouse,5,0,60,1,2,PTE,16.245948281728918,drive
2,HOME_WORK,2.491572859629034,2,3,2,detached,6,0,27,1,5,FTE,17.467143273301538,drive
2,HOME_EDU,2.8728810145905106,1,6,2,detached,2,0,18,0,1,Student,9.388356025260954,passenger
7,SHOPPING,3.666382633840961,2,2,2,detached,5,0,53,1,3,Homemaker,11.892983440935419,drive
6,SHOPPING,0.05931759174750484,2,2,2,detached,7,1,61,1,6,Retired,13.221695561147675,drive
1,HOME_WORK,10.019181917247728,2,5,0,detached,7,0,61,1,5,FTE,6.691012112761247,drive
2,HOME_WORK,13.631173119859552,1,2,2,appartment,7,0,53,1,6,FTE,8.885671238998125,drive
1,HOME_WORK,20.18883393528201,2,4,0,duplex_townhouse,2,0,55,1,2,FTE,8.654682864764908,drive
3,HOME_WORK,2.39120273098334,2,2,0,duplex_townhouse,6,1,31,1,5,FTE,8.988115836401889,drive
5,SHOPPING,0.6109977205166829,2,1,2,detached,5,0,38,1,2,FTE,8.858961921024044,drive
3,HOME_OTHER,0.7279624246807462,3,5,2,detached,7,1,59,1,5,Homemaker,8.870162578607074,drive
5,HOME_OTHER,7.619619975750479,1,1,0,duplex_townhouse,2,0,50,1,2,FTE,10.10178824386822,pt
1,HOME_WORK,12.692067772557607,2,5,0,duplex_townhouse,2,1,37,1,5,FTE,8.166212189649958,drive
5,HOME_OTHER,3.8839122266815895,3,5,6,detached,7,1,46,1,5,FTE,14.746955477990191,drive
5,HOME_EDU,0.4115094360058668,2,5,2,detached,5,1,2,0,1,Student,8.581268371885507,passenger
2,SHOPPING,0.6222498652955215,2,3,2,detached,7,1,3,0,1,Unknown,14.820479721921817,passenger
5,HOME_OTHER,2.0515276673849305,1,5,2,detached,2,0,12,0,1,Volunteer,7.039777625084903,drive
4,OTHER,6.4077933793287425,2,2,0,detached,5,1,66,1,6,FTE,17.636086628894088,drive
5,OTHER,2.7437589399767126,1,2,1,detached,2,0,45,1,3,FTE,16.631707116618678,drive
5,HOME_OTHER,1.0093600838244368,2,1,2,duplex_townhouse,5,0,38,1,6,Homemaker,17.92146334343838,drive
5,HOME_WORK,0.18201737356238468,2,2,0,duplex_townhouse,3,1,40,1,5,FTE,17.282723842185767,drive
5,HOME_WORK,19.79426994759728,1,1,0,appartment,4,0,45,1,5,FTE,14.02668524877626,drive
2,SHOPPING,1.5560810329207788,2,2,0,detached,6,0,63,1,5,Retired,4.906977101790402,drive
1,OTHER,1.002932678283138,1,2,0,appartment,5,1,58,1,2,FTE,11.539467156431085,drive
3,ESCORT_TRANSFER,0.005296692893788757,0,1,0,appartment,5,1,23,1,5,FTE,12.707775382648679,walk
5,OTHER,0.7812624326628602,2,4,0,detached,7,1,44,1,6,FTE,16.37711679675929,cycle
3,HOME_OTHER,1.900818768075575,2,2,0,appartment,5,0,28,1,2,Homemaker,17.328951348964747,passenger
2,HOME_WORK,19.52433055684583,2,2,2,detached,6,1,50,1,2,FTE,7.349120447700587,drive
1,OTHER,1.219867753831397,2,2,0,detached,2,0,51,1,3,Retired,10.871042676639439,drive
5,OTHER,13.530345888009363,2,2,3,duplex_townhouse,5,0,50,1,5,Volunteer,12.397514089691445,drive
4,ESCORT_TRANSFER,7.910470594993009,1,2,0,duplex_townhouse,4,0,76,1,5,Retired,13.567273012388453,passenger
7,HOME_OTHER,0.7948909362774141,2,2,2,appartment,7,0,54,1,5,FTE,10.587075013608677,drive
1,HOME_OTHER,4.475674611147774,0,3,0,appartment,1,1,5,0,1,Student,14.455446283934512,pt
4,HOME_OTHER,1.2793731026394537,1,1,0,appartment,3,1,75,1,2,Retired,14.161152347697849,drive
2,HOME_WORK,1.8351775555369692,2,3,0,detached,2,1,57,1,2,FTE,13.594758947062507,drive
3,HOME_WORK,0.05673932541233229,1,2,0,appartment,5,1,54,1,6,FTE,17.85983130210248,drive
5,SHOPPING,2.1495972720437977,2,2,0,detached,3,0,49,1,2,FTE,11.98845480256328,drive
4,HOME_OTHER,1.0073784664282122,1,1,1,appartment,2,1,38,1,6,FTE,17.53788402250683,drive
4,OTHER,1.8481474485712546,1,1,0,duplex_townhouse,3,0,92,1,5,Volunteer,11.550026580914182,passenger
2,HOME_WORK,23.345804247434145,2,2,0,detached,7,1,57,1,6,FTE,7.129120343407587,pt
6,OTHER,0.7233075420687934,0,1,0,appartment,3,1,55,1,5,FTE,15.220672141763167,walk
3,HOME_WORK,9.694422808828351,2,2,2,duplex_townhouse,5,0,67,1,5,FTE,12.614735606218304,passenger
5,HOME_EDU,6.969065994992707,3,5,0,detached,5,1,19,0,1,Student,10.606328438976352,drive
1,OTHER,3.309393070274131,2,2,4,detached,7,0,44,1,5,FTE,8.077614403659476,passenger
3,SHOPPING,2.117593825703469,2,5,0,detached,6,1,4,0,1,Unknown,12.054055103149883,passenger
5,HOME_WORK,41.25274207397403,2,2,0,detached,7,1,45,1,6,FTE,7.462438276559623,pt
5,HOME_EDU,0.1747966144141304,4,5,4,detached,4,1,10,0,1,Student,7.399283128255792,passenger
5,HOME_OTHER,10.078833902015148,2,2,1,detached,3,1,60,1,3,FTE,8.477847570227315,drive
5,OTHER,0.37269279804465,2,2,2,detached,2,1,50,1,6,Homemaker,15.702427173028592,walk
3,HOME_OTHER,2.7392909152985627,2,2,2,detached,5,0,61,1,6,Volunteer,6.496228989735776,drive
5,SHOPPING,0.6881073261514371,2,2,2,detached,6,0,33,1,5,Homemaker,9.292409425256604,drive
1,HOME_OTHER,2.4327151990617426,2,1,2,appartment,5,0,33,1,5,PTE,5.980103065366473,drive
4,HOME_WORK,1.369323268155505,2,2,2,appartment,7,0,62,1,6,FTE,6.117182325052433,drive
1,HOME_OTHER,2.8522760759970462,0,1,0,appartment,1,1,48,0,5,PTE,15.911392983603374,pt
5,HOME_OTHER,4.4988801904077285,2,2,2,detached,4,0,89,1,2,Retired,7.753734421321199,drive
4,ESCORT_TRANSFER,0.5743390884763129,2,2,0,detached,3,1,70,1,5,Retired,11.953032171287893,drive
5,SHOPPING,3.3000050500050566,1,1,0,appartment,2,0,74,1,5,Retired,12.0885833355171,drive
3,HOME_OTHER,2.7809889489937922,3,4,2,detached,5,1,46,1,5,FTE,6.83605321616063,drive
1,HOME_OTHER,0.18999390262486754,2,5,0,detached,7,0,28,1,5,Student,9.125932856364939,drive
4,HOME_OTHER,0.8855958768674019,2,2,2,detached,5,0,70,1,4,PTE,12.882055012239933,drive
7,HOME_OTHER,6.9394661861810985,1,3,1,appartment,6,1,22,1,2,FTE,7.051785564218611,walk
4,OTHER,5.6185110894414585,3,2,0,detached,7,1,8,1,1,FTE,18.956501465586474,passenger
5,HOME_WORK,0.46251424351824655,2,2,0,detached,5,0,69,1,5,FTE,14.979568333890867,drive
3,HOME_OTHER,4.125669467416776,2,2,1,duplex_townhouse,5,1,35,1,5,FTE,21.34172690162378,drive
5,OTHER,0.39844644503460364,2,4,0,detached,7,0,45,1,5,FTE,8.891057032272144,drive
2,HOME_WORK,0.16614345381203788,2,1,0,detached,5,1,49,1,2,FTE,6.671784284787119,drive
2,HOME_WORK,9.532895633769742,2,2,0,duplex_townhouse,3,0,57,1,2,FTE,12.874532983336213,drive
6,HOME_OTHER,-0.5628916351588579,2,2,2,appartment,5,0,54,0,2,Homemaker,15.475980714430198,walk
3,HOME_WORK,4.317073699900413,2,2,1,appartment,5,1,33,1,6,FTE,15.97186355624925,passenger
3,OTHER,1.13894058470029,2,5,2,duplex_townhouse,7,1,33,1,6,FTE,8.204672598260789,passenger
5,SHOPPING,0.3805726475913993,1,2,0,appartment,5,1,37,1,2,Homemaker,17.761915270719115,walk
3,OTHER,-0.08433303509897994,7,3,2,detached,6,0,56,1,2,FTE,14.309041869918973,drive
4,HOME_WORK,4.627243624794168,2,2,0,detached,6,1,26,1,2,FTE,6.977770815112748,drive
5,OTHER,3.3219732516014244,2,2,0,detached,6,1,58,1,6,FTE,7.93557767966152,drive
3,HOME_OTHER,-0.08319620656306825,4,1,2,detached,5,1,53,1,5,FTE,6.553715415443121,drive
4,HOME_OTHER,1.101481651894033,1,2,1,appartment,6,1,27,1,6,FTE,16.412568235176767,walk
5,HOME_OTHER,19.26503013401694,2,2,1,detached,6,1,53,1,3,FTE,7.570573345889898,drive
1,SHOPPING,-0.3208699137298391,1,1,0,appartment,2,1,55,1,2,Retired,8.568165167098854,drive
5,HOME_OTHER,0.7750946109959532,2,1,1,duplex_townhouse,5,0,31,1,5,Homemaker,6.823301905251956,drive
5,OTHER,1.5671781238113947,2,2,0,duplex_townhouse,1,1,43,1,2,FTE,14.634863195182456,drive
2,HOME_WORK,43.3671362696598,2,2,2,detached,5,1,54,1,5,FTE,1.2079912383915312,drive
1,HOME_OTHER,0.28625111773111445,2,5,2,detached,5,1,6,0,1,Student,7.629307386864113,walk
5,OTHER,14.354093396109565,3,4,0,duplex_townhouse,3,1,53,1,5,FTE,8.233434229341595,drive
3,HOME_WORK,-0.30171898988943713,1,2,0,detached,7,1,37,1,5,FTE,12.668573164463236,walk
5,SHOPPING,2.5512357277399307,1,1,0,appartment,2,0,63,1,3,Retired,16.984677523742295,drive
5,HOME_WORK,4.837345205726753,1,1,0,duplex_townhouse,3,0,66,1,2,FTE,16.809856309718842,drive
1,OTHER,2.101416656908129,2,2,0,detached,3,1,65,1,2,Retired,12.600662912744594,passenger
5,HOME_EDU,29.748881527270918,2,4,2,detached,6,1,13,1,1,Student,14.456540345216647,passenger
4,HOME_EDU,0.5001948659019634,2,6,4,detached,7,1,8,0,1,Student,12.026917650286682,passenger
5,HOME_OTHER,2.6507162950000778,1,2,2,appartment,3,1,78,1,2,FTE,20.84024411461405,passenger
5,HOME_WORK,31.837777377652934,1,1,3,appartment,7,0,54,1,6,FTE,10.921928110526451,pt
3,OTHER,4.373958175171181,1,1,0,duplex_townhouse,3,0,50,1,5,FTE,16.25116866323988,drive
5,HOME_EDU,3.6244450426093513,2,5,1,detached,4,0,13,1,2,Student,6.944763003201108,drive
4,HOME_OTHER,27.405039344961917,2,2,0,detached,6,1,52,1,3,FTE,6.565437794469494,drive
1,OTHER,-0.04609985113633597,0,2,2,duplex_townhouse,5,0,47,1,5,FTE,7.574833955804313,walk
1,HOME_WORK,2.30350054057981,0,1,0,appartment,1,1,50,0,5,FTE,7.238498728278461,pt
3,HOME_OTHER,0.5544953893517599,0,1,0,duplex_townhouse,2,0,61,1,5,Retired,13.821189769751303,walk
2,HOME_WORK,18.879611716506975,1,1,0,detached,5,0,80,1,5,PTE,6.6927027679141755,drive
7,HOME_OTHER,2.674330439010468,2,2,2,detached,7,1,78,1,6,Retired,8.471552357865216,drive
5,OTHER,3.228912575956717,1,1,0,appartment,2,1,50,1,3,Retired,16.822085111936566,passenger
1,SHOPPING,2.5226161100698894,1,1,0,appartment,4,0,49,1,5,FTE,7.133275729372564,pt
1,HOME_OTHER,2.9410785926315315,1,1,0,appartment,4,0,85,1,5,Retired,16.054679073214828,passenger
1,HOME_OTHER,-0.3427772668681076,2,4,2,detached,7,1,13,1,6,Student,13.040062647649401,walk
4,HOME_OTHER,1.6768074756234244,1,2,2,appartment,4,0,33,1,2,FTE,17.802373697364246,walk
3,HOME_OTHER,0.12911182238193186,2,2,0,detached,2,1,63,1,4,Retired,8.99562792785128,drive
4,HOME_OTHER,1.244297736197867,1,1,2,appartment,4,0,9,0,5,Unemployed,12.827254836381282,passenger
2,HOME_OTHER,1.2815489707858427,1,1,0,detached,2,0,82,1,2,Retired,9.40462412311039,drive
1,HOME_WORK,36.19076871625521,4,3,0,duplex_townhouse,7,0,46,1,5,FTE,16.60602645859153,drive
7,ESCORT_TRANSFER,34.53617429247195,2,2,0,detached,5,0,56,1,2,Retired,14.844481909357459,drive
3,HOME_OTHER,3.6262074817504315,2,2,2,detached,6,1,49,1,3,Retired,12.361142922254105,passenger
2,HOME_WORK,8.656912423150555,1,1,2,appartment,5,0,55,1,5,FTE,6.499341109233313,pt
4,SHOPPING,10.961909946246308,2,2,2,detached,4,1,59,1,5,Volunteer,14.478308699246268,drive
