choice,travel_dow,trip_purpose,distance,hh_vehicles,hh_size,hh_bikes,hh_descr,hh_income,gender,age,license,education_level,work_status,departure_time
pt,3,HOME_EDU,17.328894624008143,2,4,0,detached,5,1,4.0,0,1,Student,14.188146473713145
drive,4,ESCORT_TRANSFER,1.5031604597279036,2,4,3,detached,5,0,47.0,1,5,FTE,15.140398965780552
pt,2,ESCORT_TRANSFER,2.6474320359499037,1,1,1,appartment,7,0,38.0,1,5,FTE,8.192121740476106
drive,2,ESCORT_TRANSFER,1.9972066470622178,1,1,1,detached,5,0,51.0,1,2,FTE,8.879883471318688
drive,2,OTHER,4.272092754657265,1,2,0,appartment,3,0,48.0,1,6,FTE,15.034346814006257
drive,1,OTHER,1.3533125313877452,3,3,5,detached,7,0,43.0,1,6,FTE,15.071987676306497
walk,3,SHOPPING,0.397038164532806,1,1,0,duplex_townhouse,2,0,71.0,1,3,Retired,12.245681767053778
drive,4,HOME_OTHER,0.7534839564248466,3,5,2,detached,3,1,38.0,1,6,FTE,18.709393970844424
passenger,1,HOME_OTHER,20.881625653107324,2,7,2,detached,1,0,11.0,0,1,Student,9.077908878813359
drive,3,OTHER,2.444444037893223,3,2,1,duplex_townhouse,7,0,56.0,1,2,Retired,12.009617119024048
pt,2,HOME_OTHER,0.9667527467979251,2,4,0,appartment,2,0,32.0,1,5,Unemployed,16.32669967911808
walk,4,HOME_OTHER,-0.14504360252104243,0,2,0,appartment,6,1,64.0,1,2,Retired,16.341771508202886
passenger,7,HOME_EDU,9.087280235256706,3,6,1,detached,7,0,57.0,1,3,FTE,8.811226344099994
drive,3,HOME_OTHER,5.260548893484277,1,3,3,appartment,5,0,44.0,1,5,Homemaker,17.484074993454417
drive,2,SHOPPING,5.363407191713488,1,2,0,detached,3,1,55.0,1,2,Retired,15.300828716188612
drive,2,HOME_WORK,10.661644436544755,1,1,2,duplex_townhouse,6,0,45.0,1,5,FTE,12.876814786617452
pt,4,SHOPPING,3.9846194117576763,1,1,1,appartment,5,0,37.0,1,6,FTE,14.051829645565924
drive,5,HOME_WORK,20.316462209856038,3,4,2,detached,7,1,55.0,1,6,FTE,16.95295274161591
drive,4,HOME_OTHER,2.1308236465236092,2,3,0,detached,6,0,46.0,1,6,PTE,14.085674134723892
drive,3,HOME_WORK,22.65832315926099,2,3,2,detached,6,0,44.0,1,6,FTE,21.9534134095424
drive,3,HOME_OTHER,0.7032976040228942,1,2,0,detached,5,1,82.0,1,3,Retired,8.765067527075544
pt,3,HOME_WORK,16.898650636014374,0,1,1,appartment,2,1,72.0,0,2,Student,6.16266469346168
drive,4,HOME_OTHER,2.7685820175144564,3,4,5,detached,7,0,8.0,0,1,Student,15.312096600940757
drive,1,SHOPPING,3.0340689602976423,2,2,0,detached,3,1,81.0,1,2,Retired,12.910997112752046
passenger,2,HOME_OTHER,5.03715904891413,0,3,2,detached,7,0,5.0,0,1,Student,15.657595142477529
drive,3,SHOPPING,6.4031379505539645,0,1,0,detached,1,0,33.0,1,5,Unemployed,10.205435041696015
drive,4,HOME_WORK,6.932951867811973,2,1,0,detached,6,0,50.0,1,6,FTE,21.756064122028974
walk,5,SHOPPING,1.3337446276709346,2,4,3,appartment,7,1,16.0,1,1,FTE,9.086474383061214
walk,1,HOME_OTHER,0.45524439760463653,2,3,2,appartment,7,1,43.0,1,6,Retired,17.646826928570547
drive,4,HOME_WORK,40.75898926855064,2,2,4,detached,7,0,30.0,1,5,FTE,5.548114400766495
passenger,6,HOME_OTHER,0.2052260505341702,0,1,0,appartment,3,0,65.0,0,6,FTE,15.225597603890852
drive,1,HOME_OTHER,1.808370056599975,3,2,0,detached,5,1,70.0,0,2,Retired,15.337402480370773
drive,3,HOME_OTHER,0.8692990522457318,2,3,0,detached,3,1,59.0,1,2,PTE,20.011030960901184
drive,2,HOME_WORK,2.0904977654337955,1,2,0,detached,5,0,66.0,1,6,Volunteer,13.837133071151978
drive,5,SHOPPING,16.024581814031464,4,3,1,detached,3,1,56.0,1,3,FTE,14.893309892547336
drive,3,HOME_WORK,1.2531127441551404,1,1,0,detached,3,1,63.0,1,4,PTE,5.6975492460244785
passenger,3,SHOPPING,1.332563345192304,2,2,1,duplex_townhouse,7,0,46.0,1,6,Unemployed,16.37224842753234
drive,4,ESCORT_TRANSFER,1.1139968902752955,3,2,0,detached,6,1,87.0,1,5,Retired,7.115509201842888
passenger,3,HOME_WORK,0.05482213405042513,1,2,2,detached,7,1,64.0,1,3,Retired,16.56577992567329
drive,4,HOME_OTHER,0.4309601344990621,1,5,5,detached,2,0,51.0,0,5,Homemaker,14.532754988405006
drive,3,HOME_WORK,2.7521505743821493,2,1,0,detached,6,0,59.0,1,6,FTE,16.19808290213416
drive,3,SHOPPING,0.2153856529494531,4,5,3,detached,4,1,47.0,1,4,FTE,11.404091826330266
pt,1,OTHER,-0.1697961346560123,1,3,2,detached,7,1,4.0,0,1,Student,14.448133317787882
passenger,1,HOME_WORK,8.285415899809456,3,4,0,appartment,2,1,41.0,1,2,FTE,17.161455448088795
walk,5,HOME_OTHER,0.4535389365868149,0,4,2,appartment,1,0,-2.0,0,2,Unknown,10.18778965702501
passenger,5,HOME_EDU,1.6067239201652264,2,7,5,detached,7,1,6.0,0,1,Student,8.435602975845711
pt,3,HOME_WORK,46.11515230509577,2,2,2,detached,2,1,14.0,1,1,FTE,10.262853392709589
walk,2,SHOPPING,0.035275586215666954,2,2,2,appartment,5,0,66.0,1,2,FTE,18.40093886926042
walk,2,HOME_OTHER,0.3747134589890578,2,2,1,appartment,6,1,48.0,1,6,PTE,9.218221631158148
drive,2,ESCORT_TRANSFER,24.403349614028162,2,2,2,detached,6,1,59.0,1,4,Retired,7.248145138332525
pt,2,SHOPPING,1.4989774534131672,0,1,0,appartment,3,1,67.0,1,3,Retired,9.802816526337763
drive,5,SHOPPING,5.484183650125975,1,1,0,duplex_townhouse,6,1,75.0,1,6,Retired,16.427380042980392
walk,3,SHOPPING,0.3002914637026424,1,2,0,appartment,3,1,56.0,1,6,FTE,14.782239836269804
drive,5,HOME_OTHER,8.048726344527589,1,1,0,appartment,2,1,64.0,1,6,FTE,8.999805990231625
drive,7,SHOPPING,3.865232362907455,3,2,0,detached,2,1,42.0,1,5,Retired,17.190880034477438
drive,1,ESCORT_TRANSFER,0.5829524538680233,1,1,0,appartment,1,0,44.0,1,1,Retired,7.559843411267481
drive,4,SHOPPING,2.2780400097473885,2,3,0,detached,4,1,66.0,1,5,Volunteer,11.737287648826664
drive,2,HOME_OTHER,1.9916044594662896,1,1,1,appartment,2,1,20.0,1,1,FTE,13.916740317895268
drive,2,SHOPPING,3.881744779134388,1,4,2,detached,4,1,36.0,1,2,FTE,17.554794473550757
drive,2,OTHER,0.2767272887939021,1,1,0,appartment,5,0,62.0,1,6,Retired,12.124413997396244
drive,4,OTHER,5.415506033565956,1,1,0,duplex_townhouse,2,0,29.0,1,1,FTE,7.613599692028844
drive,3,HOME_OTHER,0.2785786248848446,2,2,2,duplex_townhouse,7,1,57.0,1,5,FTE,21.62836373848457
drive,1,ESCORT_TRANSFER,1.363694010644522,1,2,0,appartment,6,0,75.0,1,4,Volunteer,18.30965460399265
drive,2,OTHER,0.14603724732603796,3,3,0,detached,7,0,50.0,1,5,Retired,9.308299489373137
pt,1,HOME_OTHER,3.7848846231561257,0,6,3,duplex_townhouse,1,0,47.0,0,1,FTE,16.792724201582736
passenger,5,BUSINESS,42.241588507283254,2,1,0,detached,3,0,62.0,0,6,PTE,17.461978431972895
drive,5,SHOPPING,1.3271984878249743,1,1,2,duplex_townhouse,7,0,51.0,1,5,FTE,21.878098894291472
drive,2,HOME_WORK,38.37859694046985,2,3,0,detached,5,0,33.0,1,5,FTE,16.805874002269032
passenger,4,HOME_OTHER,8.55923030515086,1,1,0,detached,3,0,62.0,1,6,FTE,20.835021446714723
pt,2,HOME_WORK,0.4369187065901332,0,5,0,appartment,2,1,31.0,0,6,PTE,17.602913324890306
drive,4,HOME_WORK,9.558231433632884,1,1,0,detached,4,0,47.0,1,6,PTE,14.570635587373415
pt,4,HOME_WORK,5.905743852126261,1,2,0,appartment,1,0,54.0,1,2,FTE,6.439827088727947
pt,4,HOME_EDU,6.3512060415374645,0,1,0,appartment,2,1,19.0,0,5,Student,17.811266813279484
passenger,5,HOME_OTHER,5.228376246579897,2,4,5,detached,7,0,9.0,0,3,Student,15.248481782066266
passenger,1,ESCORT_TRANSFER,0.9801566787319964,2,4,3,detached,7,1,2.0,0,1,Unknown,8.550252913273285
drive,7,HOME_OTHER,0.1480566500677032,2,2,2,detached,7,1,54.0,1,6,FTE,19.006257351006237
passenger,1,SHOPPING,1.396951235425753,3,2,0,appartment,7,0,24.0,1,1,PTE,10.997735170410886
drive,4,HOME_OTHER,-0.04398041058329916,1,6,3,detached,1,0,40.0,1,3,PTE,9.065894526872203
drive,4,HOME_OTHER,0.3421867646325458,0,2,0,appartment,1,0,30.0,1,2,Homemaker,22.60761348375405
passenger,3,ESCORT_TRANSFER,11.935453083414506,2,4,3,detached,5,0,71.0,1,4,Retired,5.118190739030984
drive,3,BUSINESS,0.9420501321387302,2,1,1,appartment,3,1,20.0,1,5,Student,11.718985005785054
pt,1,SHOPPING,25.5337906853092,2,3,2,detached,7,0,41.0,1,6,FTE,16.23100178680636
drive,2,SHOPPING,2.3663611829491775,2,2,0,detached,7,0,57.0,1,1,PTE,14.538547432443519
drive,2,OTHER,5.032333830749334,1,1,0,duplex_townhouse,3,0,81.0,1,3,Retired,15.56896790647999
drive,1,SHOPPING,0.5412181369994353,1,2,1,appartment,6,0,60.0,1,3,Retired,13.445228710252183
pt,3,HOME_OTHER,0.7828928062047413,2,6,0,appartment,7,0,33.0,0,2,FTE,8.15054273554744
drive,4,OTHER,21.090896594785637,1,2,2,duplex_townhouse,4,1,55.0,1,6,FTE,15.576972018797806
drive,2,HOME_OTHER,0.13276950628739292,2,1,0,detached,7,0,74.0,1,2,Retired,8.320843736308726
drive,5,SHOPPING,1.1076480409186558,0,1,1,duplex_townhouse,2,0,41.0,1,3,Retired,14.588267961551649
drive,2,OTHER,11.663241361987577,2,2,0,duplex_townhouse,3,0,56.0,1,3,FTE,18.920145603278925
cycle,3,ESCORT_TRANSFER,0.7410974021104635,0,5,2,appartment,5,1,40.0,0,2,FTE,20.59157344776484
drive,3,HOME_OTHER,1.8029142619747542,2,4,4,detached,7,0,35.0,1,5,Homemaker,13.523943597676267
drive,4,HOME_OTHER,4.456028190498462,2,2,3,detached,4,0,59.0,1,6,Retired,10.307319333835213
drive,1,SHOPPING,0.4886389259942904,1,1,0,appartment,1,0,72.0,1,2,Volunteer,8.475308113545472
drive,3,HOME_OTHER,5.65751554909367,3,2,0,detached,7,0,46.0,1,1,FTE,13.356099109624427
drive,3,OTHER,12.415971714054663,1,2,2,detached,3,0,67.0,1,6,Retired,12.099926390595988
pt,4,SHOPPING,4.159054409741555,1,1,0,duplex_townhouse,7,1,64.0,1,5,FTE,16.26028763699681
drive,1,HOME_OTHER,1.4806810233056433,2,2,0,detached,2,0,70.0,1,5,Volunteer,11.757531380012518
passenger,7,HOME_EDU,1.1168383761608425,2,6,5,detached,7,0,7.0,0,1,Student,7.034465655448367
pt,4,HOME_WORK,5.868352270324044,1,1,0,appartment,3,0,31.0,1,4,FTE,16.843674533694518
drive,3,OTHER,2.3115636411346316,1,1,1,detached,2,0,52.0,1,2,PTE,12.528499077770462
passenger,1,HOME_OTHER,3.289569430069596,0,1,0,appartment,1,0,73.0,0,4,Retired,13.630355067997387
drive,3,HOME_WORK,1.428814420150923,2,5,3,detached,6,1,53.0,1,2,PTE,7.6846954305348865
passenger,5,ESCORT_TRANSFER,-0.10742565996747866,2,1,0,appartment,6,1,79.0,1,4,Retired,6.76772121468494
drive,6,HOME_WORK,15.372248163633287,2,2,0,detached,3,0,53.0,1,5,FTE,16.019871115340287
drive,3,HOME_EDU,0.8538632129294086,1,1,0,duplex_townhouse,3,1,38.0,1,1,FTE,17.5999250226403
walk,4,HOME_WORK,9.70234874933483,1,3,0,detached,6,1,35.0,0,4,Unemployed,12.90438303291727
drive,7,HOME_OTHER,1.102040289359861,2,6,1,detached,5,0,37.0,1,5,FTE,18.432290272501824
drive,4,SHOPPING,0.46701087476084613,2,2,2,detached,3,1,55.0,1,6,Student,13.655515605295173
drive,7,SHOPPING,1.1819314596020025,4,1,1,detached,7,0,44.0,1,3,FTE,21.356151866872715
cycle,7,SHOPPING,0.6908884722290305,0,1,1,appartment,3,0,24.0,0,5,Student,22.738103376894667
drive,1,OTHER,1.7963997829934142,2,2,1,detached,7,0,49.0,1,6,FTE,14.377640183226664
drive,3,HOME_OTHER,10.908582874150229,2,2,1,duplex_townhouse,1,0,78.0,1,3,Retired,7.634526998493395
passenger,4,HOME_OTHER,0.6433170451678565,2,5,4,detached,7,1,4.0,0,1,Student,10.006262803596464
drive,5,SHOPPING,0.9873633424035974,2,2,0,detached,6,1,46.0,1,1,FTE,17.785094496142094
drive,3,ESCORT_TRANSFER,6.379224704984444,2,4,4,duplex_townhouse,7,0,46.0,1,6,FTE,12.044963998567702
passenger,2,HOME_EDU,1.0957877767381574,2,4,3,detached,6,1,7.0,0,1,Student,10.332217245786214
drive,1,SHOPPING,9.219863295661005,1,2,1,detached,4,0,63.0,1,6,Retired,9.73054773266252
drive,1,HOME_EDU,7.078703552460052,3,4,4,duplex_townhouse,2,0,16.0,1,2,Student,15.220982996104581
drive,7,HOME_WORK,3.9208134896937135,3,3,0,detached,5,1,54.0,1,5,PTE,7.658536357269288
passenger,3,ESCORT_TRANSFER,9.960568414099443,0,2,2,appartment,4,1,74.0,1,5,Volunteer,14.477226918090345
drive,2,SHOPPING,13.072755743794449,1,1,0,duplex_townhouse,1,1,46.0,1,4,FTE,14.430538556709509
drive,3,HOME_OTHER,21.92631105191799,3,3,0,appartment,5,0,62.0,1,1,PTE,21.674702439540038
drive,1,HOME_OTHER,0.19059310071972307,3,4,0,detached,6,0,50.0,1,6,FTE,13.690957743718227
drive,4,OTHER,3.194547975894555,1,4,7,appartment,4,0,22.0,1,5,Student,16.152855007704083
drive,2,SHOPPING,5.610391303501743,1,1,3,detached,5,1,40.0,1,6,PTE,11.51328663342896
drive,6,HOME_OTHER,1.9464177851436055,2,2,0,appartment,7,0,44.0,1,6,FTE,17.154770061106202
drive,7,ESCORT_TRANSFER,0.5760482258681889,2,5,4,detached,7,0,32.0,1,5,FTE,7.601062110027014
drive,1,HOME_OTHER,1.0291989237685923,1,1,0,duplex_townhouse,3,0,63.0,1,6,FTE,18.84431991405781
drive,4,SHOPPING,6.816792038695528,4,5,5,duplex_townhouse,7,0,17.0,1,2,FTE,14.299155244857284
drive,3,ESCORT_TRANSFER,15.391370970361532,2,2,1,detached,6,0,52.0,1,5,FTE,21.696641448047327
drive,4,SHOPPING,0.6685004057577093,2,2,0,appartment,7,0,76.0,1,6,Retired,17.70487723656886
walk,2,HOME_OTHER,-0.06082239272367462,0,4,0,appartment,3,1,37.0,1,5,FTE,9.826264028869872
passenger,2,HOME_OTHER,0.31518881826732015,2,5,2,detached,5,0,3.0,0,1,Unknown,17.49619975941161
pt,2,HOME_WORK,4.330821711130449,1,2,2,appartment,6,0,50.0,1,6,FTE,17.52473126646421
drive,3,BUSINESS,2.3306919900189857,2,2,1,detached,7,1,59.0,1,2,FTE,20.803067792777913
drive,7,HOME_OTHER,1.9392282154614175,1,1,1,detached,2,0,76.0,1,2,Unemployed,16.6583916895706
drive,6,OTHER,1.6686100451825285,2,2,2,detached,2,0,65.0,1,3,Retired,13.10792410668971
passenger,4,SHOPPING,1.6632714823209902,1,4,1,duplex_townhouse,6,0,51.0,1,1,FTE,11.467955687065635
drive,5,ESCORT_TRANSFER,3.561415460597412,2,2,0,detached,7,1,68.0,1,5,PTE,12.147305609714234
drive,1,HOME_WORK,2.624652174202315,2,1,0,detached,3,0,29.0,1,5,PTE,19.50398411967278
passenger,4,HOME_OTHER,43.8641314554544,2,4,2,detached,6,1,22.0,0,1,PTE,10.007319217854961
passenger,5,ESCORT_TRANSFER,13.319145230561068,3,3,0,detached,5,0,51.0,1,4,Volunteer,19.53520108351765
drive,4,HOME_OTHER,0.5922495327947681,1,1,0,detached,5,0,72.0,1,6,Retired,18.588940128102646
drive,1,HOME_OTHER,18.620024578959033,3,3,2,detached,7,1,38.0,1,3,Student,22.98499792459319
passenger,1,SHOPPING,6.908886560714588,0,1,0,appartment,2,0,61.0,0,5,Retired,14.404310230830951
drive,1,HOME_OTHER,0.0034814104450663352,1,3,0,detached,5,0,55.0,1,5,FTE,18.114021572428946
walk,5,ESCORT_TRANSFER,0.5370944684554292,2,5,0,duplex_townhouse,7,1,11.0,1,2,Student,17.485654467416705
passenger,2,HOME_OTHER,2.3054701338667334,2,2,1,detached,3,1,50.0,1,3,FTE,17.885176656139393
passenger,1,HOME_WORK,19.000418192867194,2,2,0,appartment,7,1,48.0,1,5,FTE,17.484219292866413
drive,1,ESCORT_TRANSFER,25.829611612975967,1,4,4,detached,6,0,16.0,1,2,FTE,5.826851926759419
drive,1,SHOPPING,3.7138749066906485,2,2,0,appartment,6,1,60.0,1,3,FTE,10.276442991784403
drive,1,BUSINESS,21.38426289572992,2,3,2,detached,7,1,63.0,1,5,FTE,9.695448278690982
drive,4,HOME_OTHER,2.030959090075965,1,1,2,appartment,4,0,71.0,1,2,Homemaker,14.690910276312813
pt,2,HOME_WORK,4.193903525386237,1,2,0,appartment,6,0,40.0,1,6,FTE,5.988590018431505
drive,5,HOME_OTHER,1.4384056645800452,3,2,5,detached,4,1,10.0,1,2,Homemaker,20.801611995146413
drive,1,HOME_WORK,3.2635408924141713,1,2,2,detached,3,0,47.0,1,3,Student,16.885858963433414
drive,5,HOME_OTHER,19.864569547818828,3,3,3,detached,7,1,61.0,1,6,Volunteer,13.370738084956635
drive,4,HOME_WORK,0.9783550910964625,5,7,3,detached,6,0,53.0,1,5,PTE,15.143104239958395
drive,2,HOME_WORK,7.250304932081431,4,2,2,duplex_townhouse,6,1,63.0,1,6,FTE,9.036175757856176
drive,4,HOME_WORK,4.993643507197637,0,1,1,appartment,3,0,49.0,1,6,Volunteer,9.288102405538119
drive,6,SHOPPING,3.4200832023389,1,2,0,detached,1,1,63.0,1,3,Retired,7.103010399958316
pt,2,HOME_WORK,5.743768341344784,1,2,0,detached,3,0,27.0,1,5,FTE,11.643322036634993
drive,4,HOME_OTHER,0.6927605282581693,2,2,0,detached,7,1,62.0,1,6,FTE,12.950709548880965
drive,5,OTHER,19.025217829195167,2,4,0,detached,7,1,60.0,1,6,FTE,8.9429256314308
walk,3,SHOPPING,-0.02768474858351644,1,1,0,appartment,3,1,61.0,1,3,Retired,15.83073362464676
cycle,4,HOME_OTHER,2.261347225736211,2,3,2,detached,7,1,55.0,1,6,FTE,10.964049235575153
passenger,1,HOME_OTHER,13.961574503389347,2,3,4,detached,7,0,34.0,1,6,FTE,19.4712146511875
passenger,1,ESCORT_TRANSFER,11.597514637968352,2,2,0,detached,3,0,20.0,1,2,PTE,17.655396910152245
drive,5,HOME_WORK,0.5711495207656249,2,3,0,detached,3,0,31.0,1,6,FTE,18.806702717146713
drive,5,HOME_WORK,13.364722996481833,1,2,1,detached,6,0,40.0,1,4,FTE,6.9403180582029655
passenger,4,HOME_EDU,3.3980056382028083,2,5,5,duplex_townhouse,5,0,12.0,0,1,Student,14.99526475378611
walk,3,HOME_WORK,8.620153766707304,2,2,2,detached,6,1,28.0,1,6,FTE,13.575395908040681
drive,1,HOME_OTHER,4.05119327645642,2,3,3,detached,7,1,27.0,1,2,FTE,19.170927665900987
passenger,5,OTHER,1.1650200856343487,0,1,0,detached,3,0,82.0,0,4,PTE,11.812361226114325
drive,3,HOME_OTHER,0.1086667017219013,1,2,0,detached,2,0,38.0,1,5,Unemployed,17.12002929605165
drive,4,HOME_OTHER,7.599490271076952,1,2,1,detached,6,0,60.0,1,6,FTE,21.676528318910837
walk,1,OTHER,0.602462264853046,1,1,0,appartment,7,1,57.0,1,6,FTE,12.858307434285274
drive,2,ESCORT_TRANSFER,50.10887078214099,2,2,0,detached,6,0,58.0,1,3,FTE,14.749629368809257
passenger,1,SHOPPING,16.27848499050256,2,2,0,detached,7,0,79.0,1,2,Retired,9.043910756134697
drive,4,HOME_WORK,1.2464268149759672,2,3,1,detached,6,1,61.0,1,6,PTE,10.859971495969713
drive,3,HOME_WORK,9.185947531333165,1,4,0,detached,5,1,17.0,1,2,FTE,7.213416217427183
drive,4,HOME_WORK,1.1678595603664357,2,3,2,appartment,7,1,43.0,1,2,Unemployed,7.5772637988301295
drive,3,HOME_OTHER,2.445729001973692,1,1,0,detached,4,0,58.0,1,2,FTE,9.339963073075069
drive,4,BUSINESS,0.5521927812786445,2,3,1,detached,3,0,40.0,1,6,FTE,11.1404836168136
drive,3,OTHER,2.202687405143319,3,4,4,detached,2,0,11.0,0,3,Student,14.968731498101885
passenger,5,ESCORT_TRANSFER,2.233946627192467,2,5,4,detached,3,0,8.0,0,1,Student,14.890812326801065
drive,1,HOME_OTHER,0.7183820074229306,2,2,4,detached,7,1,65.0,1,5,Retired,19.523524993636144
pt,3,HOME_OTHER,20.59785022898934,4,5,1,detached,3,1,56.0,0,4,FTE,16.101434148025827
drive,1,HOME_OTHER,0.3936634027504128,2,2,0,detached,5,1,42.0,1,5,FTE,12.912529441642688
passenger,2,HOME_EDU,6.164006583433889,2,4,4,detached,6,0,1.0,0,1,Student,8.575635128076822
passenger,4,HOME_OTHER,2.678484257764347,0,1,0,appartment,1,1,82.0,0,5,Unemployed,19.12720419895449
passenger,3,OTHER,-0.02636908427092466,2,2,0,detached,7,0,61.0,1,5,Retired,13.374420434788991
drive,4,HOME_EDU,0.4571839892974559,1,4,5,detached,2,0,11.0,1,1,Student,15.520150567464446
passenger,7,HOME_OTHER,1.2775183763112865,1,1,0,duplex_townhouse,7,1,70.0,1,6,Retired,17.666398250833314
drive,2,HOME_OTHER,1.3971346238865907,2,3,1,detached,7,1,56.0,1,6,FTE,13.140805599340698
walk,2,HOME_OTHER,0.08274290889785751,1,1,0,appartment,1,0,79.0,1,6,PTE,10.971466494734102
drive,4,SHOPPING,1.3841523772711728,2,2,0,detached,7,0,45.0,1,6,FTE,11.420648842922272
pt,4,HOME_OTHER,1.3992912130284765,6,1,1,appartment,7,1,59.0,1,3,FTE,10.215723436140223
drive,4,HOME_OTHER,2.9239806315181553,3,2,0,detached,7,1,57.0,1,3,FTE,18.08027837043978
drive,2,HOME_WORK,5.024492666515291,1,2,2,detached,3,0,41.0,1,2,FTE,17.883769036566555
passenger,3,SHOPPING,0.8694399477945307,1,2,0,detached,5,1,62.0,1,2,FTE,21.355033309222193
drive,1,HOME_OTHER,1.5462596720650477,1,3,2,detached,7,1,28.0,1,5,FTE,5.600642578020155
drive,1,HOME_OTHER,1.377396109743633,3,2,0,detached,7,1,50.0,1,3,FTE,6.640253900198737
drive,3,HOME_EDU,0.205273642797636,2,2,0,detached,7,0,49.0,1,6,FTE,9.445753164523119
walk,3,HOME_WORK,0.12482263354603906,1,5,3,detached,3,0,40.0,1,5,FTE,14.291959535161336
drive,3,HOME_OTHER,15.078948727478789,2,3,2,detached,7,1,21.0,1,5,FTE,21.4049492121083
drive,3,HOME_OTHER,5.110184083435409,2,2,0,detached,7,1,18.0,0,1,FTE,22.30762584803481
drive,3,HOME_WORK,0.43443116043400326,1,1,0,appartment,5,1,63.0,1,6,FTE,16.106567272769038
passenger,4,HOME_OTHER,7.159191537278263,3,3,3,detached,5,0,65.0,1,5,Retired,6.532941958490842
